Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
2194;C;"M;C";Calhanoglu;Inter;3;6,33;7,33;1;0;0;1;1;0;0;0;0;0
5685;C;T;Koopmeiners;Juventus;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
632;C;"W;A";Zaccagni;Lazio;3;6,17;7;1;0;0;1;1;0;0;1;0;0
536;C;W;Politano;Napoli;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
1870;C;C;Barella;Inter;3;7;8,33;1;0;0;0;0;0;1;0;0;0
5878;C;T;Colpani;Fiorentina;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
530;C;"C;T";Pellegrini Lo.;Roma;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
2167;C;W;Orsolini;Bologna;3;6;7;1;0;0;1;1;0;0;0;0;0
5393;C;"W;A";Man;Parma;3;6,67;8,67;2;0;0;0;0;0;0;0;0;0
6831;C;"W;A";Neres;Napoli;2;6,75;7,75;0;0;0;0;0;0;2;0;0;0
4911;C;C;Douglas Luiz;Juventus;3;6;6;0;0;0;0;0;0;0;0;0;0
2848;C;"C;T";Frattesi;Inter;2;6,25;6,75;0;0;0;0;0;0;1;0;0;0
4199;C;"C;T";Loftus-Cheek;Milan;3;5,83;5,67;0;0;0;0;0;0;0;1;0;0
5858;C;"C;T";Ferguson;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
4777;C;"M;C";McTominay;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5119;C;T;Samardzic;Atalanta;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
2529;C;C;Mkhitaryan;Inter;3;6,17;6,33;0;0;0;0;0;0;1;1;0;0
5792;C;"M;C";Ederson D.s.;Atalanta;3;6;5,83;0;0;0;0;0;0;0;1;0;0
2077;C;"C;T";Pasalic;Atalanta;3;5,67;4,83;0;0;0;1;0;1;1;1;0;0
5687;C;T;Vlasic;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
6206;C;"C;T";Fabbian;Bologna;2;6,5;8;1;0;0;0;0;0;0;0;0;0
6666;C;"C;T";Bernabe';Parma;3;6,33;6,33;0;0;0;0;0;0;0;0;0;0
5688;C;"W;T";Harroui;Verona;3;6;5,83;0;0;0;0;0;0;0;1;0;0
6486;C;"W;T";Suslov;Verona;3;6;5,83;0;0;0;0;0;0;0;1;0;0
2766;C;"T;A";Zaniolo;Atalanta;1;5,5;5;0;0;0;0;0;0;0;1;0;0
4486;C;W;Strefezza;Como;3;6,17;6,17;0;0;0;0;0;0;0;0;0;0
5559;C;"W;T";Da Cunha;Como;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
6224;C;C;Reijnders;Milan;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
236;C;W;Lazovic;Verona;3;6,5;7,17;0;0;0;0;0;0;2;0;0;0
2741;C;"M;C";Pessina;Monza;3;5,67;5,5;0;0;0;0;0;0;0;1;0;0
4220;C;"M;C";Zambo Anguissa;Napoli;3;6;6,83;1;0;0;0;0;0;0;1;0;0
4427;C;"C;T";Malinovskyi;Genoa;3;6,17;6;0;0;0;0;0;0;0;1;0;0
5791;C;"E;M";Frendrup;Genoa;3;6,17;6;0;0;0;0;0;0;0;1;0;0
6884;C;"W;A";Conceicao;Juventus;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
152;C;"C;T";Zielinski;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
779;C;"M;C";Cristante;Roma;3;6,17;6,17;0;0;0;0;0;0;0;0;0;0
788;C;"M;C";Freuler;Bologna;3;6,17;6,17;0;0;0;0;0;0;0;0;0;0
4465;C;"C;T";Fagioli;Juventus;3;5,83;5,67;0;0;0;0;0;0;0;1;0;0
4856;C;"W;A";Chukwueze;Milan;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4896;C;"T;A";Maldini;Monza;3;6,17;7;1;0;0;0;0;0;0;1;0;0
4970;C;"C;W";Messias;Genoa;3;6,17;6,17;1;0;0;1;0;1;0;0;0;0
5562;C;"M;C";Thuram K.;Juventus;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
5564;C;W;Ndoye;Bologna;2;6;6;0;0;0;0;0;0;0;0;0;0
5784;C;"C;T";Aebischer;Bologna;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
5850;C;C;Lovric;Udinese;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
6299;C;"C;T";Le Fee;Roma;2;6;6;0;0;0;0;0;0;0;0;0;0
827;C;"M;C";Locatelli;Juventus;3;6,5;6,33;0;0;0;0;0;0;0;1;0;0
4186;C;C;Guendouzi;Lazio;3;5,67;5,5;0;0;0;0;0;0;0;1;0;0
4287;C;"M;C";Lobotka;Napoli;3;5,67;5,5;0;0;0;0;0;0;0;1;0;0
4376;C;"C;T";Zurkowski;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
4377;C;"C;T";Castrovilli;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
4992;C;W;Gyasi;Empoli;3;6,5;8,5;2;0;0;0;0;0;0;0;0;0
5007;C;C;Ilic;Torino;3;6,67;7,5;1;0;0;0;0;0;0;1;0;0
5453;C;"M;C";Ricci S.;Torino;3;6,33;6,17;0;0;0;0;0;0;0;1;0;0
5823;C;"T;A";Baldanzi;Roma;2;6,25;6,75;0;0;0;0;0;0;1;0;0;0
6218;C;"W;T;A";Oristanio;Venezia;3;5,67;5,5;0;0;0;0;0;0;0;1;0;0
6634;C;W;Tete Morente;Lecce;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
376;C;"W;T";Verdi;Como;1;5,5;5;0;0;0;0;0;0;0;1;0;0
526;C;C;Duncan;Venezia;3;6;5,83;0;0;0;0;0;0;0;1;0;0
2839;C;W;Sottil;Fiorentina;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4364;C;T;Gaetano;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
4522;C;"M;C";Amrabat;Fiorentina;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5589;C;"M;C";Kone' M.;Roma;1;6;6;0;0;0;0;0;0;0;0;0;0
5919;C;W;Tchaouna;Lazio;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6804;C;"M;C";Richardson;Fiorentina;1;6;6;0;0;0;0;0;0;0;0;0;0
22;C;"M;C";De Roon;Atalanta;3;5,67;5,33;0;0;0;0;0;0;0;2;0;0
170;C;"M;C";Badelj;Genoa;3;6,33;6,33;0;0;0;0;0;0;0;0;0;0
181;C;"M;C";Vecino;Lazio;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
795;C;W;El Shaarawy;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
1933;C;"M;C";Mandragora;Fiorentina;2;5,5;5,25;0;0;0;0;0;0;0;2;0;0
1976;C;"M;C";Mazzitelli;Como;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
2818;C;"M;C";Bennacer;Milan;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
4342;C;"M;C";Duda;Verona;3;6,17;6;0;0;0;0;0;0;1;3;0;0
4459;C;"M;C";Rovella;Lazio;2;6;5,75;0;0;0;0;0;0;0;1;0;0
4686;C;"M;C";Fofana Y.;Milan;2;5,5;5,25;0;0;0;0;0;0;0;1;0;0
4947;C;"M;C";Brescianini;Atalanta;3;6,33;8,33;2;0;0;0;0;0;0;0;0;0
4973;C;"M;C";McKennie;Juventus;1;6;6;0;0;0;0;0;0;0;0;0;0
5131;C;"M;C";Gilmour;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5319;C;C;Sohm;Parma;3;6,33;6,33;0;0;0;0;0;0;0;0;0;0
6061;C;"W;T";Oudin;Lecce;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
6481;C;C;Payero;Udinese;3;5,5;5,33;0;0;0;0;0;0;0;1;0;0
6645;C;T;Marchwinski;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6684;C;"C;T";Ekkelenkamp;Udinese;3;6;6;0;0;0;0;0;0;0;0;0;0
6875;C;"T;A";Paz N.;Como;2;6,25;6,25;0;0;0;0;0;0;0;0;0;0
468;C;"M;C";Paredes;Roma;1;4;4;0;0;0;0;0;0;0;0;0;0
1978;C;"C;T";Sensi;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
4658;C;W;Ikone';Fiorentina;2;6;6;0;0;0;0;0;0;0;0;0;0
4662;C;W;Weah;Juventus;1;7;10;1;0;0;0;0;0;0;0;0;0
4890;C;"M;C";Tameze;Torino;3;6;5,83;0;0;0;0;0;0;0;1;0;0
4965;C;"M;C";Marin;Cagliari;3;5,83;5,5;0;0;0;0;0;0;0;2;0;0
5492;C;"M;C";Tessmann;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5507;C;C;Busio;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5875;C;"M;C";Adli;Fiorentina;1;6,5;7,5;0;0;0;0;0;0;1;0;0;0
6010;C;"C;T";Fazzini;Empoli;3;6,67;6,5;0;0;0;0;0;0;0;1;0;0
6112;C;W;Iling Junior;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
6252;C;"C;T";Folorunsho;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6394;C;"M;C";Ramadani;Lecce;3;6,17;6,17;0;0;0;0;0;0;0;0;0;0
6459;C;"W;A";Karlsson;Bologna;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6629;C;"C;T";Dele-Bashiru;Lazio;2;6,5;6,5;0;0;0;0;0;0;0;0;0;0
6680;C;"M;C";Karlstrom;Udinese;3;6,17;6,17;0;0;0;0;0;0;0;0;0;0
6898;C;"M;C";Keita M.;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
440;C;"C;T";Viola;Cagliari;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
801;C;"M;C";Gagliardini;Monza;3;5,5;5,33;0;0;0;0;0;0;0;1;0;0
2117;C;"C;T";Kastanos;Verona;2;6,25;6,25;0;0;0;0;0;0;0;0;0;0
2172;C;T;Barak;Fiorentina;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
2274;C;"C;T";Valoti;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
4404;C;C;Thorsby;Genoa;3;5,33;5,17;0;0;0;0;0;0;0;1;0;0
4423;C;C;Hernani;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
4498;C;"C;T";Henderson L.;Empoli;3;6,33;6,17;0;0;0;0;0;0;0;1;0;0
5295;C;"C;W";Musah;Milan;3;6;6,33;0;0;0;0;0;0;1;0;0;0
5423;C;"M;C";Bove;Fiorentina;1;6;6;0;0;0;0;0;0;0;0;0;0
5504;C;"M;C";Coulibaly L.;Lecce;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5719;C;"M;C";Asllani;Inter;1;6;6;0;0;0;0;0;0;0;0;0;0
5992;C;"M;C";Bondo;Monza;3;6,17;6,17;0;0;0;0;0;0;0;0;0;0
6151;C;"M;C";Perrone;Como;2;6;6;0;0;0;0;0;0;0;0;0;0
6592;C;"W;T";Forson O.;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
6640;C;"E;W";Felici;Cagliari;1;6;6;0;0;0;0;0;0;0;0;0;0
6815;C;"W;A";Fadera;Como;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
1871;C;"M;C";Deiola;Cagliari;3;5,83;5,67;0;0;0;0;0;0;0;1;0;0
2008;C;"M;C";Linetty;Torino;3;5,83;5,67;0;0;0;0;0;0;0;1;0;0
4892;C;W;Saelemaekers;Roma;2;5,5;5;0;0;0;0;0;0;0;2;0;0
5290;C;"M;C";Estevez;Parma;2;5,75;5,5;0;0;0;0;0;0;0;1;0;0
5422;C;W;Zalewski;Roma;3;6;6;0;0;0;0;0;0;0;0;0;0
5425;C;"C;W;T";Urbanski;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5457;C;C;Maleh;Empoli;3;6;5,83;0;0;0;0;0;0;0;1;0;0
5880;C;"E;W";Ciurria;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
6020;C;"C;W";Ellertsson;Venezia;3;6,17;6,5;0;0;0;0;0;0;1;0;0;0
6222;C;"C;T";Rafia;Lecce;2;5,25;5,25;0;0;0;0;0;0;0;0;0;0
6424;C;"M;C";Prati;Cagliari;3;5,83;5,67;0;0;0;0;0;0;0;1;0;0
6458;C;"M;C";Serdar;Verona;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6633;C;"M;C";Pierret;Lecce;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
6674;C;"M;C";Andersen M.k.;Venezia;2;6;7,5;1;0;0;0;0;0;0;0;0;0
27;C;"M;C";Grassi;Empoli;1;6;6;0;0;0;0;0;0;0;0;0;0
333;C;"M;C";Cataldi;Fiorentina;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
556;C;"M;C";Baselli;Como;1;6;6;0;0;0;0;0;0;0;0;0;0
2161;C;"M;C";Haas;Empoli;2;6;6;0;0;0;0;0;0;0;0;0;0
4349;C;"M;C";Nicolussi Caviglia;Venezia;2;6,5;6,5;0;0;0;0;0;0;0;0;0;0
4711;C;"E;W";Kostic;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
4870;C;"M;C";Adopo;Cagliari;2;6;6;0;0;0;0;0;0;0;0;0;0
5485;C;"C;W";Bjarkason;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5813;C;"C;T";Miretti;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
5879;C;"T;A";Vignato S.;Monza;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
6048;C;W;Alidou;Verona;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6054;C;"M;C";Moro N.;Bologna;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
6170;C;C;Gineitis;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
6212;C;"M;C";Zarraga;Udinese;1;6;6;0;0;0;0;0;0;0;0;0;0
6225;C;"M;C";El Azzouzi;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
6232;C;"M;C";Makoumbou;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
6402;C;"M;C";Cajuste;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6656;C;"M;C";Braunoder;Como;2;5,75;5,5;0;0;0;0;0;0;0;1;0;0
6676;C;"M;C";Engelhardt;Como;1;5;4,5;0;0;0;0;0;0;0;1;0;0
6900;C;"E;W";Rui Modesto;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
6904;C;"W;T";Yeboah J.;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
666;C;C;Machin;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;C;"E;C";Jankto;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
2357;C;"M;C";Cyprien;Parma;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5516;C;"M;C";Bianco;Monza;1;6;6;0;0;0;0;0;0;0;0;0;0
6190;C;C;Pisilli;Roma;1;6;6;0;0;0;0;0;0;0;0;0;0
6191;C;"M;C";Belahyane;Verona;3;6;5,67;0;0;0;0;0;0;0;2;0;0
6562;C;"M;C";Dani Silva;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
6579;C;W;Mitrovic S.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
6683;C;"M;C";Doumbia I.;Venezia;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6889;C;"W;T";Anjorin;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
434;C;"M;C";Jajalo;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5286;C;"M;C";Akpa Akpro;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5298;C;"M;C";Pobega;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5421;C;"C;T";Camara D.;Parma;1;6;6;0;0;0;0;0;0;0;0;0;0
5486;C;C;Crnigoj;Venezia;1;6;6;0;0;0;0;0;0;0;0;0;0
5725;C;"M;C";Kone B.;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
5798;C;"M;C";Bohinen;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
5873;C;W;Listkowski;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
5998;C;"E;W";Zerbin;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6009;C;"M;C";Degli Innocenti;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6015;C;"C;T";BERISHA M.;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6024;C;"M;C";Sulemana I.;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
6162;C;"M;C";Abildgaard;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
6203;C;"M;C";Belardinelli;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6233;C;C;Lella;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
6410;C;"M;C";Kaba;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6524;C;"C;T";Zeroli;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
6532;C;"E;W";Buchanan T.;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
6655;C;"M;C";Bellemo;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
6677;C;T;Adzic;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
6678;C;"W;T";Liberali;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
6834;C;C;Cassa;Atalanta;1;6;6;0;0;0;0;0;0;0;0;0;0
6839;C;"C;T";Byar;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
6872;C;"C;T";Manzoni;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
6891;C;"M;C";Vos;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
6897;C;"C;T";Kouda;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
6903;C;"C;T";Hasa;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6908;C;"M;C";Atta;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
2764;A;Pc;Martinez L.;Inter;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
2841;A;Pc;Vlahovic;Juventus;3;6,5;8,5;2;0;0;1;1;0;0;0;0;0
2531;A;Pc;Lukaku;Napoli;1;7;10;1;0;0;0;0;0;0;0;0;0
4871;A;Pc;Thuram;Inter;3;7,17;11,17;4;0;0;0;0;0;0;0;0;0
4661;A;Pc;Osimhen;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
309;A;A;Dybala;Roma;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
6675;A;Pc;Dovbyk;Roma;3;5,33;5,33;0;0;0;0;0;0;0;0;0;0
5839;A;A;Kvaratskhelia;Napoli;3;6,5;7,83;1;0;0;0;0;0;1;0;0;0
2137;A;Pc;Scamacca;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
4730;A;A;Lookman;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
313;A;Pc;Morata;Milan;1;6,5;9;1;0;0;0;0;0;0;1;0;0
608;A;Pc;Zapata D.;Torino;3;6,67;7,5;1;0;0;0;0;0;0;1;0;0
4510;A;A;Leao;Milan;3;6;7,33;1;0;0;0;0;0;1;0;0;0
5800;A;A;Gudmundsson A.;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
4179;A;A;Gonzalez N.;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
6226;A;Pc;Castellanos;Lazio;3;6,83;8,67;2;0;0;0;0;0;0;1;0;0
6228;A;Pc;Retegui;Atalanta;3;6,5;9,33;3;0;0;1;1;0;0;1;0;0
2097;A;Pc;Kean;Fiorentina;3;6;7;1;0;0;0;0;0;0;0;0;0
5995;A;A;De Ketelaere;Atalanta;2;6,25;6,25;0;0;0;0;0;0;0;0;0;0
6643;A;Pc;Dallinga;Bologna;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
2002;A;A;Chiesa;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
5734;A;"W;A";Soule';Roma;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
2038;A;Pc;Pinamonti;Genoa;2;6;7,5;1;0;0;0;0;0;0;0;0;0
6435;A;Pc;Krstovic;Lecce;3;5,67;6,67;1;0;0;0;0;0;0;0;0;0
441;A;Pc;Belotti;Como;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
5672;A;Pc;Dia;Lazio;2;6,5;8;1;0;0;0;0;0;0;0;0;0
6434;A;A;Yildiz;Juventus;3;6,83;7,5;0;0;0;0;0;0;2;0;0;0
2475;A;A;Sanchez;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
5079;A;Pc;Pohjanpalo;Venezia;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6556;A;A;Noslin;Lazio;2;6;6;0;0;0;0;0;0;0;0;0;0
6628;A;Pc;Taremi;Inter;2;6,5;7;0;0;0;0;0;0;1;0;0;0
6646;A;A;Adams C.;Torino;3;6,33;7,5;1;0;0;0;0;0;1;1;0;0
4359;A;Pc;Piccoli;Cagliari;3;6;7;1;0;0;0;0;0;0;0;0;0
6215;A;Pc;Lucca;Udinese;3;6;6,83;1;0;0;0;0;0;0;1;0;0
2544;A;Pc;Abraham;Milan;1;6,5;7,5;0;0;0;0;0;0;1;0;0;0
4923;A;Pc;Colombo;Empoli;3;6;7,33;1;0;0;1;1;0;1;0;0;0
6801;A;Pc;Tengstedt;Verona;3;6;6,83;1;0;0;1;1;0;0;1;0;0
5297;A;A;Luvumbo;Cagliari;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
5471;A;Pc;Djuric;Monza;2;6,25;7,75;1;0;0;0;0;0;0;0;0;0
6164;A;Pc;Vitinha O.;Genoa;3;6;6;0;0;0;0;0;0;0;0;0;0
6227;A;A;Okafor;Milan;3;6;7;1;0;0;0;0;0;0;0;0;0
6398;A;"W;A";Isaksen;Lazio;3;6,33;7,33;1;0;0;0;0;0;0;0;0;0
2012;A;Pc;Milik;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
2061;A;Pc;Simeone;Napoli;3;5,67;6,67;1;0;0;0;0;0;0;0;0;0
2369;A;A;Thauvin;Udinese;3;6;6,33;1;0;0;1;0;1;1;0;0;0
4436;A;A;Cambiaghi;Bologna;1;6;6;0;0;0;0;0;0;0;0;0;0
6229;A;Pc;Toure' E.;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
479;A;Pc;Sanabria;Torino;2;6;6;0;0;0;0;0;0;0;0;0;0
2765;A;A;Odgaard;Bologna;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
4371;A;A;Raspadori;Napoli;3;5,17;5;0;0;0;0;0;0;0;1;0;0
6207;A;"W;A";Almqvist;Parma;3;6;6,33;0;0;0;0;0;0;1;0;0;0
6409;A;A;Beltran L.;Fiorentina;1;5;5;0;0;0;0;0;0;0;0;0;0
6630;A;Pc;Mosquera;Verona;3;6,33;8,33;2;0;0;0;0;0;0;0;0;0
6669;A;Pc;Bonny;Parma;3;6,67;8;1;0;0;1;1;0;1;0;0;0
1958;A;A;Caprari;Monza;3;6;6;0;0;0;0;0;0;0;0;0;0
2155;A;Pc;Cutrone;Como;3;5,67;5,67;1;0;0;1;0;1;0;0;0;0
2438;A;Pc;Jovic;Milan;1;5;4,5;0;0;0;0;0;0;0;1;0;0
5506;A;A;Ekuban;Genoa;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5882;A;A;Mota;Monza;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6001;A;"W;A";Banda;Lecce;3;5,83;5,67;0;0;0;0;0;0;0;1;0;0
6145;A;"W;A";Ngonge;Napoli;1;6;6;0;0;0;0;0;0;0;0;0;0
6213;A;A;Brenner;Udinese;3;6;7,33;1;0;0;0;0;0;1;0;0;0
6667;A;A;Benedyczak;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
1939;A;Pc;Lapadula;Cagliari;2;5,75;5,5;0;0;0;0;0;0;0;1;0;0
4268;A;Pc;Arnautovic;Inter;1;6;6;0;0;0;0;0;0;0;0;0;0
5322;A;"W;A";Mihaila;Parma;3;6;5,83;0;0;0;0;0;0;0;1;0;0
6439;A;Pc;Cheddira;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6572;A;Pc;Castro S.;Bologna;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
5336;A;Pc;Nzola;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5500;A;"W;A";Cancellieri;Parma;3;6,17;7,17;1;0;0;0;0;0;0;0;0;0
5637;A;Pc;Davis K.;Udinese;1;6;6;0;0;0;0;0;0;0;0;0;0
2819;A;Pc;Caputo;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
4463;A;A;Esposito Se.;Empoli;3;6,17;6,17;0;0;0;0;0;0;0;0;0;0
5311;A;Pc;Shomurodov;Roma;1;7;10;1;0;0;0;0;0;0;0;0;0
5881;A;Pc;Gytkjaer;Venezia;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6644;A;Pc;Rocha Livramento;Verona;2;6;7,5;1;0;0;0;0;0;0;0;0;0
6833;A;A;Mbangula;Juventus;3;6,67;8,33;1;0;0;0;0;0;2;0;0;0
6895;A;A;Dominguez B.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
186;A;A;Rebic;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
383;A;Pc;Petagna;Monza;3;5,33;5,17;0;0;0;0;0;0;0;1;0;0
1842;A;A;Pierini;Venezia;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
2762;A;A;Kouame';Fiorentina;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6159;A;A;Sarr A.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
6549;A;"W;A";Pierotti;Lecce;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6558;A;"W;A";Tavsan;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
6653;A;A;Bravo;Udinese;1;6;5,5;0;0;0;0;0;0;0;1;0;0
247;A;Pc;Pavoletti;Cagliari;1;6;6;0;0;0;0;0;0;0;0;0;0
2103;A;Pc;Pellegri;Empoli;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5676;A;A;Success;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
6119;A;A;Solbakken;Empoli;3;5,83;5,67;0;0;0;0;0;0;0;1;0;0
6395;A;A;Shpendi S.;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
306;A;Pc;Cerri;Como;2;5,25;5,25;0;0;0;0;0;0;0;0;0;0
495;A;A;Correa;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
2489;A;A;Pedro;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
5436;A;Pc;Raimondo;Venezia;1;6;6;0;0;0;0;0;0;0;0;0;0
6635;A;Pc;Pizarro;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
6657;A;Pc;Gabrielloni;Como;1;6;6;0;0;0;0;0;0;0;0;0;0
6668;A;A;Partipilo;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
6670;A;Pc;Charpentier;Parma;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
2325;A;A;Karamoh;Torino;1;6;6;0;0;0;0;0;0;0;0;0;0
6011;A;A;Ekong;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
